ID,Beschreibung,Kategorie ID,Kategorietext,Unterkategorie ID,Unterkategorietext,Ticket Label,Abteilung Label,Produkt Label,Priorität,Status,Angelegt Am,Angelegt Von,Geändert Am,Geändert Von,Auftraggeber,Meldender,Support Team,Bearbeiter,Erste Nachricht,Letzte Nachricht
2000015179,Auslieferung nicht abzuschließen ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.15	16:43:14,H2852RS1 ,2024.04.08	18:00:17,BORYS ,H2852 Technikerschule der Stadt Ingolstadt - TSIN ,H2852RS1 Frau Regina Herzog ,0000000044 UCC UCC Supportteam ,H2851NW2 Frau Nathalie Wolf,2024.03.15	16:43:14,2024.04.08	18:00:17
2000015180,Kundenauftrag nicht erledigt ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI/GBS Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.15	16:54:21,H2852RS1 ,2024.04.08	18:00:18,BORYS ,H2852 Technikerschule der Stadt Ingolstadt - TSIN ,H2852RS1 Frau Regina Herzog ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.15	16:54:21,2024.04.08	18:00:18
2000015181,Kundenauftrag nicht abschließbar ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.15	20:09:35,H2852RS1 ,2024.04.08	18:00:18,BORYS ,H2852 Technikerschule der Stadt Ingolstadt - TSIN ,H2852RS1 Frau Regina Herzog ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.15	20:09:35,2024.04.08	18:00:18
2000015182,Angebot noch irgendwie in Bearbeitung ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.15	20:14:51,H2852RS1 ,2024.04.09	18:00:09,BORYS ,H2852 Technikerschule der Stadt Ingolstadt - TSIN ,H2852RS1 Frau Regina Herzog ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.15	20:14:51,2024.04.09	18:00:09
2000015183,Probleme bei Auslieferung ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0005 Lösungsvorschlag ,2024.03.15	20:22:46,H2852RS1 ,2024.04.15	11:57:36,H2851NW2 ,H2852 Technikerschule der Stadt Ingolstadt - TSIN ,H2852RS1 Frau Regina Herzog ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.15	20:22:46,2024.03.25	15:23:14
2000015184,Monitor zeigt Schritt 3 nicht an ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.17	15:37:09,H2481KG2 ,2024.04.11	18:00:13,BORYS ,H2481 FH Münster ,H2481KG2 Frau Kerstin Gerke ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.17	15:37:07,2024.04.11	18:00:13
2000015185,Fehlerhafte Rechnung ,ZSD_SR_KTV ,Verwaltung ,ZSD_SR_VD_RCH ,Rechnung ,2. Level ,Vertrag ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.17	22:50:21,H2861PR1 ,2024.04.08	18:00:20,BORYS ,H2861 Hochschule Augsburg ,H2861PR1 Herr Peter Richard ,0000000048 SEK Verwaltung ,H2851CS3 Frau Christine Starflinger,2024.03.17	22:50:21,2024.04.08	18:00:20
2000015186,S88/366 Configuration Module FI ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI Fallstudienproblem ,2. Level ,Applikation ,GBI ,2: hoch ,E0003 Kundenaktion ,2024.03.18	02:08:02,U2AU002SB1 ,2024.04.16	18:29:29,H2851NW2 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.18	02:08:02,2024.04.16	18:29:29
2000015187,Assign S25 to Client 318 ,ZSD_SR_KTV ,Verwaltung , , ,2. Level ,Applikation ,GBI ,1: sehr hoch ,E0008 Quittiert ,2024.03.18	02:47:23,U2AU002SB1 ,2024.04.14	18:00:18,BORYS ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.18	02:47:23,2024.04.14	18:00:18
2000015188,No price for NAPR1000 ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_FP ,GBI Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.18	09:50:34,U2ES006XV1 ,2024.04.10	18:00:14,BORYS ,U2ES006 Autonomous University of Barcelona ,U2ES006XV1 Herr Xavier Verge ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.18	09:50:34,2024.04.10	18:00:14
2000015189,Anlegen lokaler Objekte auf S86 M300 ,ZSD_SR_GBI ,SAP ERP GBI , , ,2. Level ,Applikation , ,3: mittel ,E0008 Quittiert ,2024.03.19	11:28:14,H2942AR1 ,2024.03.21	14:45:25,H2851NW2 ,H2942 THD Technische Hochschule Deggendorf ,H2942AR1 Herr Andreas Rankl ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.19	11:28:14,2024.03.21	14:44:31
2000015190,Konfiguration ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,2. Level ,Applikation ,SAP Business Warehouse & Business Objects ,3: mittel ,E0002 In Bearbeitung ,2024.03.20	10:07:45,H2711FB1 ,2024.04.11	15:34:33,H2851FE1 ,H2711 Technisches Schulzentrum Sindelfingen GDS2 Gottlieb Daimler Schule 2 ,H2711FB1 Herr Frank Burger ,0000000044 UCC UCC Supportteam ,H2851FE1 Herr Florian Eckhard,2024.03.20	10:07:45,2024.04.11	15:34:33
2000015191,Neues SAP-System ,ZSD_SR_ES ,SAP ERP Entwicklungssystem ,ZSD_SR_ES_SON ,Sonstiges ,2. Level ,Applikation ,Entwicklungssystem bzw. Mandant ,3: mittel ,E0008 Quittiert ,2024.03.20	11:46:11,H2941JK1 ,2024.04.15	18:00:13,BORYS ,H2941 EDV-Schulen des Landkreises Deggendorf ,H2941JK1 Herr Josef Kerscher ,0000040551 APP Applikation ,H2851AF4 Frau Ann-Christin Fleischle,2024.03.20	11:46:11,2024.04.15	18:00:13
2000015192,FIORI Apps nicht gefunden ,ZSD_SR_GUI ,SAP GUI , , ,2. Level ,Applikation ,GBI ,3: mittel ,E0003 Kundenaktion ,2024.03.20	14:38:27,H2521MP1 ,2024.04.16	16:36:34,H2851CS3 ,H2521 RWTH Aachen University ,H2521MP1 Herr Martin Perau ,0000000048 SEK Verwaltung ,H2851CS3 Frau Christine Starflinger,2024.03.20	14:38:27,2024.04.16	16:36:34
2000015193,recurring error message ,ZSD_SR_S4HANA ,SAP S/4 HANA ,ZSD_SR_S4HANA_FP ,Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.21	15:25:40,U2GB050MK1 ,2024.04.15	18:00:12,BORYS ,U2GB050 Ulster University ,U2GB050MK1 Frau Monica Kelly ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.21	15:25:40,2024.04.15	18:00:12
2000015194,Nutzung SAP GUI in der Zukunft ,ZSD_SR_GUI ,SAP GUI , , ,2. Level ,Applikation ,Sonstiges ,3: mittel ,E0008 Quittiert ,2024.03.21	17:51:15,H2851US4 ,2024.04.14	18:00:23,BORYS ,H2452 FOM Hochschule Essen ,H2452JP1 Herr Jürgen Propach ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.21	17:51:15,2024.04.14	18:00:23
2000015195,System Config Automation S25/302 ,ZSD_SR_KTV ,Verwaltung , , ,2. Level ,Applikation ,GBI ,2: hoch ,E0008 Quittiert ,2024.03.22	02:44:51,U2AU002SB1 ,2024.04.16	18:00:14,BORYS ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000000048 SEK Verwaltung ,,2024.03.22	02:44:51,2024.04.16	18:00:14
2000015196,Wechsel auf Global Bike 4.2 ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SON ,Sonstiges ,2. Level , , ,3: mittel ,E0008 Quittiert ,2024.03.22	07:36:26,H2551FM1 ,2024.04.14	18:00:21,BORYS ,H2551 Technische Hochschule Bingen ,H2551FM1 Herr Frank Mehler ,0000000047 APP Applikation ,,2024.03.22	07:36:26,2024.04.14	18:00:21
2000015197,doub about new version ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.22	12:52:58,U2ES001AO1 ,2024.04.14	18:00:24,BORYS ,U2ES001 Public University of Navarra - UPNA ,U2ES001AO1 Frau Andrea Ollo-Lopez ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.22	12:52:58,2024.04.14	18:00:24
2000015198,Belegnummern werden nicht angezeigt ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_FP ,Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0003 Kundenaktion ,2024.03.22	15:02:55,H2451MW1 ,2024.03.27	13:16:40,H2851NW2 ,H2451 Universität Duisburg-Essen UDE ,H2451MW1 Frau Mareen Wienand ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.22	15:02:55,2024.03.27	13:16:40
2000015199,Performance Probleme ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SE ,System Erreichbarkeit ,2. Level ,Basis ,GBS/Digital Transformation Curriculum ,3: mittel ,E0008 Quittiert ,2024.03.22	15:06:23,H2451MW1 ,2024.04.15	18:00:14,BORYS ,H2451 Universität Duisburg-Essen UDE ,H2451MW1 Frau Mareen Wienand ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.03.22	15:06:23,2024.04.15	18:00:13
2000015200,Update Version 4.2 ab 12.08.24 ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.25	08:15:31,H2561CS2 ,2024.04.14	18:00:21,BORYS ,H2561 Hochschule Koblenz ,H2561CS2 Frau Caroline Selsam ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.25	08:15:31,2024.04.14	18:00:21
2000015201,Case Study Problem ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_FP ,Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0005 Lösungsvorschlag ,2024.03.25	09:06:18,H2452PW4 ,2024.04.15	11:54:40,H2851NW2 ,H2452 FOM Hochschule Essen ,H2452PW4 Herr Peter Wilke ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.25	09:06:17,2024.04.05	15:28:53
2000015202,Wechsel zu neuer Global Bike Version 4.2,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.25	11:47:15,H2891JV2 ,2024.04.14	18:00:22,BORYS ,H2891 Hochschule Neu-Ulm ,H2891JV2 Herr Joerg-Oliver Vogt ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.25	11:47:15,2024.04.14	18:00:22
2000015203,S-User läuft aus ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SU ,S-User ,1. Level ,Vertrag ,Sonstiges ,3: mittel ,E0008 Quittiert ,2024.03.25	13:39:34,H2505LS1 ,2024.04.14	18:00:22,BORYS ,H2505 Hochschulen Fresenius ,H2505LS1 Herr Lars Schulte ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.03.25	13:39:34,2024.04.14	18:00:22
2000015204,Friendly remainder for ERPsim Game (Apr),ZSD_SR_SIM ,SAP ERPsim ,ZSD_SR_SIM_SE ,System Erreichbarkeit ,2. Level ,Basis ,ERPsim ,3: mittel ,E0008 Quittiert ,2024.03.26	01:21:13,U2AU002SB1 ,2024.04.23	18:00:19,BORYS ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000000046 BAS Basis ,H2851SF2 Herr Simon Fuchs,2024.03.26	01:21:13,2024.04.23	18:00:19
2000015205,German Language S25/317 ,ZSD_SR_S4HANA ,SAP S/4 HANA ,ZSD_SR_S4HANA_SON ,Sonstiges ,2. Level ,Applikation , ,3: mittel ,E0005 Lösungsvorschlag ,2024.03.26	02:01:13,U2AU002SB1 ,2024.04.05	09:52:05,H2851NW2 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.26	02:01:13,2024.04.03	08:33:54
2000015206,Client Refresh for S80/328 ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_MR ,Mandantenrücksetzung ,2. Level ,Applikation , ,1: sehr hoch ,E0008 Quittiert ,2024.03.26	02:07:34,U2AU002SB1 ,2024.04.15	11:46:22,H2851TT7 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.03.26	02:07:34,2024.04.13	04:02:46
2000015207,S-User für neuen Mitarbeiter ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SU ,S-User ,1. Level ,Applikation , ,3: mittel ,E0008 Quittiert ,2024.03.26	08:50:45,H2891MP1 ,2024.04.22	18:00:09,BORYS ,H2891 Hochschule Neu-Ulm ,H2891MP1 Herr Max Priester ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.03.26	08:50:45,2024.04.22	18:00:09
2000015208,Neue User für meinen Tenant ,ZSD_SR_BYD ,SAP Business by Design ,ZSD_SR_BYD_SON ,Sonstiges ,2. Level ,Applikation , ,3: mittel ,E0008 Quittiert ,2024.03.26	08:52:52,U2AT003CP1 ,2024.04.15	18:00:14,BORYS ,U2AT003 MCI Management Center Innsbruck ,U2AT003CP1 Herr Christian Ploder ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.26	08:52:52,2024.04.15	18:00:14
2000015209,reset master user password ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_PRM ,Passwortrücksetzung für Masteruser ,1. Level ,Applikation ,Sonstiges ,3: mittel ,E0008 Quittiert ,2024.03.26	18:30:32,U2GR013KL1 ,2024.04.16	18:00:14,BORYS ,U2GR013 The American College of Greece - ACG DEREE College ,U2GR013KL1 Herr Konstantinos Leftheriotis ,0000000047 APP Applikation ,H2851US4 Herr UCC Support,2024.03.26	18:30:32,2024.04.16	18:00:14
2000015210,Logon Issues E04/910 ,ZSD_SR_SIM ,SAP ERPsim , , ,2. Level ,Applikation ,ERPsim ,1: sehr hoch ,E0008 Quittiert ,2024.03.27	01:57:48,U2AU002SB1 ,2024.04.17	18:00:07,BORYS ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851PL1 Herr Philipp Landler,2024.03.27	01:57:48,2024.04.17	18:00:07
2000015211,Assign S25 to Client 306 ,ZSD_SR_KTV ,Verwaltung , , ,2. Level ,Vertrag ,Sonstiges ,3: mittel ,E0008 Quittiert ,2024.03.27	02:11:09,U2AU002SB1 ,2024.04.17	18:00:07,BORYS ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.27	02:11:09,2024.04.17	18:00:07
2000015212,master account locked ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_PRM ,Passwortrücksetzung für Masteruser ,1. Level , , ,3: mittel ,E0008 Quittiert ,2024.03.27	10:21:28,U2GR013KL1 ,2024.04.16	18:00:14,BORYS ,U2GR013 The American College of Greece - ACG DEREE College ,U2GR013KL1 Herr Konstantinos Leftheriotis ,0000000047 APP Applikation ,,2024.03.27	10:21:28,2024.04.16	18:00:14
2000015213,Master user is locked ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_PRM ,Passwortrücksetzung für Masteruser ,1. Level , , ,3: mittel ,E0008 Quittiert ,2024.03.27	12:17:36,U2GR013KL1 ,2024.04.17	18:00:04,BORYS ,U2GR013 The American College of Greece - ACG DEREE College ,U2GR013KL1 Herr Konstantinos Leftheriotis ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.03.27	12:17:36,2024.04.17	18:00:04
2000015214,Logon Issue E04/904 ,ZSD_SR_SIM ,SAP ERPsim ,ZSD_SR_SIM_SON ,Sonstiges ,2. Level ,Applikation ,ERPsim ,2: hoch ,E0008 Quittiert ,2024.03.28	02:26:11,U2AU002SB1 ,2024.04.23	18:00:20,BORYS ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851PL1 Herr Philipp Landler,2024.03.28	02:26:11,2024.04.23	18:00:20
2000015215,Client Refresh I62/800 ,ZSD_SR_BW ,SAP Business Warehouse ,ZSD_SR_BW_SON ,Sonstiges ,2. Level ,Applikation ,SAP Business Warehouse & Business Objects ,3: mittel ,E0003 Kundenaktion ,2024.03.28	03:20:34,U2AU002SB1 ,2024.04.08	11:37:37,H2851FE1 ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.03.28	03:20:34,2024.04.08	11:37:37
2000015216,Add Request for Error Logon E04/904 ,ZSD_SR_SIM ,SAP ERPsim ,ZSD_SR_SIM_SON ,Sonstiges ,1. Level ,Applikation ,ERPsim ,2: hoch ,E0008 Quittiert ,2024.03.28	03:30:26,U2AU002SB1 ,2024.04.17	18:00:05,BORYS ,U2AU002 ACC Melbourne Victoria University Business School ,U2AU002SB1 Herr Scott Bingley ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.03.28	03:30:26,2024.04.17	18:00:05
2000015217,Unklarheit über Passwörter ,ZSD_SR_S4SCH ,sap4school ,ZSD_SR_S4SCH_SON ,Sonstiges ,1. Level ,Applikation ,SAP4School ,3: mittel ,E0008 Quittiert ,2024.03.28	12:24:36,H2907SH1 ,2024.04.17	18:00:05,BORYS ,H2907 Berufliche Schule Direktorat 6 ,H2907SH1 Frau Stefanie Hitschfel ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.03.28	12:24:36,2024.04.17	18:00:05
2000015218,Umstellung auf Global Bike Version 4.2 ,ZSD_SR_S4HANA ,SAP S/4HANA und DT Curriculum ,ZSD_SR_S4HANA_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0008 Quittiert ,2024.03.28	13:09:16,H2781JW2 ,2024.04.17	18:00:06,BORYS ,H2781 Hochschule Furtwangen ,H2781JW2 Herr Jürgen Weiner ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.03.28	13:09:16,2024.04.17	18:00:06
2000015219,Master user nicht erreichbar ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,1. Level ,Applikation ,GBI ,1: sehr hoch ,E0008 Quittiert ,2024.04.01	17:02:37,H2961EG1 ,2024.04.22	18:00:08,BORYS ,H2961 Hochschule Coburg ,H2961EG1 Herr Eduard Gerhardt ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.04.01	17:02:37,2024.04.22	18:00:08
2000015220,S-User Verlängerung ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SU ,S-User ,1. Level ,Applikation ,Sonstiges ,3: mittel ,E0008 Quittiert ,2024.04.02	11:04:21,H2851US4 ,2024.04.22	18:00:09,BORYS ,H2681 Duale Hochschule Baden-Württemberg - DHBW ,H2681BS1 Herr Bernd Schöner ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.04.02	11:04:21,2024.04.22	18:00:09
2000015221,Verlängerung S-User ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SU ,S-User ,1. Level ,Applikation ,Sonstiges ,3: mittel ,E0008 Quittiert ,2024.04.02	11:59:59,H2851US4 ,2024.04.02	13:51:42,H2851US4 ,H2952 Hochschule für Angewandte Wissenschaften Hof ,H2952BB1 Frau Brigitte Bärnreuther ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.04.02	11:59:59,2024.04.02	13:44:11
2000015222,S-User ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SU ,S-User ,1. Level , , ,3: mittel ,E0008 Quittiert ,2024.04.02	13:11:21,H2701JL1 ,2024.04.03	10:35:12,H2701JL1 ,H2701 Universität Stuttgart ,H2701JL1 Herr Jens Lachenmaier ,0000000044 UCC UCC Supportteam ,H2851US4 Herr UCC Support,2024.04.02	13:11:21,2024.04.02	14:25:31
2000015223,E-Mails vom Service Desk ,ZSD_SR_AA ,Allgemeine Anfragen ,ZSD_SR_AA_SON ,Sonstiges ,2. Level ,Applikation ,UCC Portal ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.03	10:34:45,H2701JL1 ,2024.04.08	10:59:37,H2851AF4 ,H2701 Universität Stuttgart ,H2701JL1 Herr Jens Lachenmaier ,0000040551 APP Applikation ,H2851AF4 Frau Ann-Christin Fleischle,2024.04.03	10:34:45,2024.04.08	10:59:37
2000015224,Question -certification exam-student ,ZSD_SR_TERP ,TERP 10 ,ZSD_SR_TERP_SON ,Sonstiges ,2. Level , , ,3: mittel ,E0008 Quittiert ,2024.04.03	11:13:18,U2PL007AS1 ,2024.04.23	18:00:20,BORYS ,U2PL007 University of Gdansk ,U2PL007AS1 Frau Agnieszka Szmelter ,0000000047 APP Applikation ,,2024.04.03	11:13:18,2024.04.23	18:00:20
2000015225,Einspielen Customizing Auftrag ,ZSD_SR_ES ,SAP ERP Entwicklungssystem ,ZSD_SR_ES_SON ,Sonstiges ,2. Level ,Basis ,Entwicklungssystem bzw. Mandant ,3: mittel ,E0002 In Bearbeitung ,2024.04.03	11:48:27,H2941JK1 ,2024.04.23	14:56:55,H2941JK1 ,H2941 EDV-Schulen des Landkreises Deggendorf ,H2941JK1 Herr Josef Kerscher ,0000000046 BAS Basis ,H2851SF2 Herr Simon Fuchs,2024.04.03	11:48:27,2024.04.23	14:56:55
2000015226,Tax Plausibiity ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_FP ,Fallstudienproblem ,2. Level ,Applikation ,GBI ,3: mittel ,E0003 Kundenaktion ,2024.04.03	14:08:29,U2PT022FE1 ,2024.04.05	10:00:12,H2851PL1 ,U2PT022 Instituto Politécnico de Setúbal ,U2PT022FE1 Herr Francisco Esteves ,0000040551 APP Applikation ,H2851PL1 Herr Philipp Landler,2024.04.03	14:08:29,2024.04.05	10:00:11
2000015227,SAP GUI error ,ZSD_SR_GUI ,SAP GUI , , ,1. Level , , ,3: mittel ,E0008 Quittiert ,2024.04.03	15:39:17,U2IE020MG2 ,2024.04.24	18:00:02,BORYS ,U2IE020 Munster Technological University ,U2IE020MG2 Frau Mary Gough ,0000000046 BAS Basis ,H2851SF2 Herr Simon Fuchs,2024.04.03	15:39:17,2024.04.24	18:00:02
2000015228,Switch to Global Bike Version 4.2 ,ZSD_SR_S4HANA ,SAP S/4 HANA ,ZSD_SR_S4HANA_SON ,Sonstiges ,2. Level ,Applikation , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.03	16:03:55,U2GB002IF1 ,2024.04.05	08:59:12,H2851NW2 ,U2GB002 Cranfield University ,U2GB002IF1 Herr Ip- Shing Fan ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.03	16:03:55,2024.04.05	08:59:12
2000015229,Zertifikat ungültig ,ZSD_SR_HANA ,SAP HANA ,ZSD_SR_HANA_SE ,System Erreichbarkeit ,2. Level ,Applikation ,HANA ,3: mittel ,E0008 Quittiert ,2024.04.03	17:42:42,H2091SM1 ,2024.04.11	15:35:59,H2851FE1 ,H2091 Hochschule Mittweida ,H2091SM1 Frau Silke Meyer ,0000040551 APP Applikation ,H2851FE1 Herr Florian Eckhard,2024.04.03	17:42:42,2024.04.03	22:05:51
2000015230,Sehr lange "Lieferzeiten" ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SE ,System Erreichbarkeit ,2. Level ,Basis ,GBI ,3: mittel ,E0008 Quittiert ,2024.04.04	07:43:56,H2201RW1 ,2024.04.15	11:47:58,H2851TT7 ,H2201 HAW Hamburg - Hochschule für Angewandte Wissenschaften ,H2201RW1 Herr Rüdiger Weißbach ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.04	07:43:56,2024.04.10	09:38:31
2000015231,Sonstiges ,ZSD_SR_GBI ,SAP ERP GBI ,ZSD_SR_GBI_SON ,Sonstiges ,2. Level ,Applikation ,GBI ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.04	10:08:10,H2971DP1 ,2024.04.05	08:51:06,H2851NW2 ,H2971 Berufliches Schulzentrum für Wirtschaft und Datenverarbeitung ,H2971DP1 Herr Dominik Plonka ,0000040551 APP Applikation ,H2851NW2 Frau Nathalie Wolf,2024.04.04	10:08:10,2024.04.05	08:51:06
2000015232,System too slow ,ZSD_SR_SIM ,SAP ERPsim ,ZSD_SR_SIM_SE ,System Erreichbarkeit ,2. Level ,Applikation ,ERPsim ,3: mittel ,E0003 Kundenaktion ,2024.04.04	10:37:22,U2GR013NM2 ,2024.04.12	12:30:07,H2851PL1 ,U2GR013 The American College of Greece - ACG DEREE College ,U2GR013NM2 Herr Nikos Mylonopoulos ,0000040551 APP Applikation ,H2851PL1 Herr Philipp Landler,2024.04.04	10:37:22,2024.04.12	12:30:07
2000015233,SAP System extrem langsam // S87 ,ZSD_SR_HANA ,SAP HANA ,ZSD_SR_HANA_SE ,System Erreichbarkeit ,2. Level ,Basis ,GBI ,2: hoch ,E0008 Quittiert ,2024.04.04	11:55:13,H2673CA1 ,2024.04.15	11:45:37,H2851TT7 ,H2673 Hochschule Kaiserslautern ,H2673CA1 Herr Christian Aichele ,0000000046 BAS Basis ,H2851TT7 Herr Thomas Teubner,2024.04.04	11:55:13,2024.04.10	14:10:24
2000015234,Bitte um Unterstützung: S-user läuft ab ,ZSD_SR_KTV ,Verwaltung , , ,1. Level , , ,3: mittel ,E0005 Lösungsvorschlag ,2024.04.05	11:26:36,H2851US4 ,2024.04.05	11:26:36,H2851US4 ,H2741 Hochschule Heilbronn ,H2741RP1 Herr Roland Pfennig ,0000040551 APP Applikation ,H2851US4 Herr UCC Support,2024.04.05	11:26:36,2024.04.05	11:26:36
